inventory_key,product_key,date_key,location_key,stock_level,stock_in,stock_out,created_at
2256,472,2024-11-26,15,8,28,20,2025-07-23 23:42:38.371096
2257,616,2022-11-08,195,34,97,63,2025-07-23 23:42:38.371715
2258,870,2023-11-24,189,49,112,63,2025-07-23 23:42:38.372360
2259,1497,2023-08-19,22,186,450,264,2025-07-23 23:42:38.373026
2260,295,2023-12-06,147,30,465,435,2025-07-23 23:42:38.373656
2261,1274,2024-05-20,233,31,238,207,2025-07-23 23:42:38.374379
2262,1141,2024-07-21,71,70,391,321,2025-07-23 23:42:38.375073
2263,701,2022-10-08,93,77,145,68,2025-07-23 23:42:38.375689
2264,1181,2023-03-29,48,41,114,73,2025-07-23 23:42:38.376364
2265,721,2022-02-15,75,148,264,116,2025-07-23 23:42:38.377048
2266,1051,2023-06-16,217,91,195,104,2025-07-23 23:42:38.377654
2267,145,2023-11-04,15,85,153,68,2025-07-23 23:42:38.378361
2268,95,2023-02-01,203,4,43,39,2025-07-23 23:42:38.379047
2269,230,2023-01-31,14,403,423,20,2025-07-23 23:42:38.379630
2270,826,2023-06-19,16,312,428,116,2025-07-23 23:42:38.380248
2271,322,2022-11-07,142,211,361,150,2025-07-23 23:42:38.380851
2272,176,2022-02-17,242,112,172,60,2025-07-23 23:42:38.381445
2273,243,2024-06-24,215,239,437,198,2025-07-23 23:42:38.382059
2274,60,2022-06-18,85,101,477,376,2025-07-23 23:42:38.382629
2275,1231,2024-05-16,62,140,225,85,2025-07-23 23:42:38.383260
2276,923,2023-06-11,72,296,467,171,2025-07-23 23:42:38.383874
2277,539,2022-07-04,134,204,469,265,2025-07-23 23:42:38.384497
2278,285,2024-12-10,121,102,122,20,2025-07-23 23:42:38.385122
2279,493,2024-12-20,206,347,476,129,2025-07-23 23:42:38.385716
2280,1217,2024-08-17,133,23,110,87,2025-07-23 23:42:38.386360
2281,71,2024-04-07,113,19,31,12,2025-07-23 23:42:38.386992
2282,931,2023-09-26,199,216,325,109,2025-07-23 23:42:38.387577
2283,594,2023-08-24,21,23,190,167,2025-07-23 23:42:38.388398
2284,1410,2024-12-06,67,123,222,99,2025-07-23 23:42:38.389470
2285,862,2022-05-13,160,52,151,99,2025-07-23 23:42:38.390538
2286,1039,2023-04-22,63,124,181,57,2025-07-23 23:42:38.391443
2287,523,2022-12-01,213,34,39,5,2025-07-23 23:42:38.392133
2288,383,2024-12-11,58,282,386,104,2025-07-23 23:42:38.392744
2289,1175,2022-06-03,65,151,470,319,2025-07-23 23:42:38.393437
2290,339,2023-05-01,26,288,381,93,2025-07-23 23:42:38.394137
2291,306,2022-12-15,43,72,108,36,2025-07-23 23:42:38.394734
2292,38,2022-12-19,196,18,236,218,2025-07-23 23:42:38.395418
2293,496,2022-10-25,85,298,371,73,2025-07-23 23:42:38.396106
2294,1415,2024-07-02,7,345,357,12,2025-07-23 23:42:38.396724
2295,1282,2022-06-09,240,118,341,223,2025-07-23 23:42:38.397405
2296,368,2022-01-12,88,143,206,63,2025-07-23 23:42:38.398082
2297,488,2022-07-16,64,39,187,148,2025-07-23 23:42:38.398686
2298,227,2024-01-01,93,258,365,107,2025-07-23 23:42:38.399340
2299,651,2022-12-19,220,119,129,10,2025-07-23 23:42:38.399947
2300,1485,2023-03-28,199,259,382,123,2025-07-23 23:42:38.400543
2301,1137,2024-08-06,181,134,170,36,2025-07-23 23:42:38.401197
2302,1271,2022-06-21,28,23,142,119,2025-07-23 23:42:38.401801
2303,330,2024-12-12,93,84,277,193,2025-07-23 23:42:38.402414
2304,571,2022-07-22,219,150,217,67,2025-07-23 23:42:38.403112
2305,165,2023-09-13,206,99,206,107,2025-07-23 23:42:38.403722
2306,1113,2024-02-28,157,89,303,214,2025-07-23 23:42:38.404398
2307,488,2024-03-16,128,228,387,159,2025-07-23 23:42:38.405040
2308,1319,2024-11-25,141,154,329,175,2025-07-23 23:42:38.405650
2309,1499,2024-11-26,179,266,414,148,2025-07-23 23:42:38.406315
2310,1310,2024-02-17,157,177,472,295,2025-07-23 23:42:38.406936
2311,1049,2023-09-27,88,345,387,42,2025-07-23 23:42:38.407502
2312,720,2022-12-22,169,93,328,235,2025-07-23 23:42:38.408140
2313,218,2023-05-20,19,337,473,136,2025-07-23 23:42:38.408773
2314,842,2023-11-12,112,263,269,6,2025-07-23 23:42:38.409389
2315,48,2023-10-14,3,343,414,71,2025-07-23 23:42:38.410012
2316,348,2024-05-11,158,165,368,203,2025-07-23 23:42:38.410594
2317,345,2022-05-07,166,62,133,71,2025-07-23 23:42:38.411219
2318,454,2024-05-05,68,36,321,285,2025-07-23 23:42:38.411817
2319,197,2024-07-04,118,177,261,84,2025-07-23 23:42:38.412433
2320,52,2022-08-16,227,115,245,130,2025-07-23 23:42:38.413064
2321,1295,2023-08-31,126,65,424,359,2025-07-23 23:42:38.413668
2322,1135,2024-03-13,160,331,350,19,2025-07-23 23:42:38.414306
2323,1244,2022-03-15,166,169,338,169,2025-07-23 23:42:38.414933
2324,102,2024-05-20,99,343,466,123,2025-07-23 23:42:38.415525
2325,481,2024-10-29,228,130,141,11,2025-07-23 23:42:38.416151
2326,1190,2024-11-11,9,276,452,176,2025-07-23 23:42:38.416733
2327,636,2023-12-19,36,150,211,61,2025-07-23 23:42:38.417359
2328,245,2023-09-03,39,97,111,14,2025-07-23 23:42:38.417995
2329,1273,2022-11-12,90,140,240,100,2025-07-23 23:42:38.418585
2330,1225,2022-02-27,195,108,327,219,2025-07-23 23:42:38.419213
2331,1133,2024-02-09,184,47,201,154,2025-07-23 23:42:38.419818
2332,754,2022-10-16,166,136,463,327,2025-07-23 23:42:38.420426
2333,996,2024-08-20,162,6,34,28,2025-07-23 23:42:38.421053
2334,175,2024-04-15,210,152,297,145,2025-07-23 23:42:38.421636
2335,1162,2023-09-14,92,39,123,84,2025-07-23 23:42:38.422267
2336,318,2022-10-11,145,43,333,290,2025-07-23 23:42:38.422877
2337,304,2022-12-30,47,95,213,118,2025-07-23 23:42:38.423511
2338,884,2024-05-08,179,52,88,36,2025-07-23 23:42:38.424342
2339,46,2023-07-16,235,91,459,368,2025-07-23 23:42:38.425306
2340,1417,2022-02-17,158,154,349,195,2025-07-23 23:42:38.426349
2341,266,2022-07-21,200,73,291,218,2025-07-23 23:42:38.427286
2342,273,2022-11-17,97,98,193,95,2025-07-23 23:42:38.428206
2343,1077,2022-08-13,170,44,363,319,2025-07-23 23:42:38.429177
2344,997,2022-05-23,35,2,24,22,2025-07-23 23:42:38.430173
2345,146,2024-07-17,10,279,411,132,2025-07-23 23:42:38.431148
2346,177,2024-11-24,16,265,271,6,2025-07-23 23:42:38.432122
2347,704,2024-10-14,74,158,321,163,2025-07-23 23:42:38.433069
2348,376,2023-02-02,81,11,498,487,2025-07-23 23:42:38.434024
2349,346,2022-09-09,40,211,246,35,2025-07-23 23:42:38.435000
2350,1135,2022-01-22,133,47,323,276,2025-07-23 23:42:38.435923
2351,126,2022-06-08,144,139,217,78,2025-07-23 23:42:38.436852
2352,877,2024-04-08,49,411,469,58,2025-07-23 23:42:38.437811
2353,1416,2024-01-22,214,5,56,51,2025-07-23 23:42:38.438775
2354,558,2023-08-22,47,92,103,11,2025-07-23 23:42:38.439725
2355,1184,2024-10-26,196,214,478,264,2025-07-23 23:42:38.440708
2356,263,2023-02-26,18,335,358,23,2025-07-23 23:42:38.441648
2357,971,2024-04-26,110,14,69,55,2025-07-23 23:42:38.442600
2358,892,2024-01-27,239,78,227,149,2025-07-23 23:42:38.443550
2359,940,2023-01-20,44,31,391,360,2025-07-23 23:42:38.444487
2360,1409,2022-07-16,39,126,144,18,2025-07-23 23:42:38.445458
2361,352,2024-03-04,140,160,238,78,2025-07-23 23:42:38.446427
2362,785,2022-09-09,250,56,287,231,2025-07-23 23:42:38.447375
2363,67,2022-10-20,104,156,221,65,2025-07-23 23:42:38.448313
2364,737,2023-03-24,14,233,238,5,2025-07-23 23:42:38.449278
2365,687,2024-11-15,54,5,27,22,2025-07-23 23:42:38.450238
2366,1351,2022-02-22,198,185,199,14,2025-07-23 23:42:38.451189
2367,1354,2022-10-24,219,0,12,12,2025-07-23 23:42:38.452150
2368,1025,2022-03-24,134,160,214,54,2025-07-23 23:42:38.453139
2369,1062,2024-04-04,2,360,477,117,2025-07-23 23:42:38.454333
2370,1202,2022-01-04,37,207,298,91,2025-07-23 23:42:38.455364
2371,700,2022-12-22,102,324,366,42,2025-07-23 23:42:38.456447
2372,570,2023-03-20,40,420,455,35,2025-07-23 23:42:38.457472
2373,1026,2024-10-15,14,265,492,227,2025-07-23 23:42:38.458444
2374,1492,2023-10-03,24,65,72,7,2025-07-23 23:42:38.459439
2375,644,2023-12-12,240,68,155,87,2025-07-23 23:42:38.460427
2376,91,2023-10-02,228,6,55,49,2025-07-23 23:42:38.461882
2377,1294,2024-01-24,215,268,349,81,2025-07-23 23:42:38.462869
2378,1300,2023-01-26,146,20,104,84,2025-07-23 23:42:38.463873
2379,1432,2022-08-15,61,195,472,277,2025-07-23 23:42:38.464868
2380,550,2022-08-17,113,305,436,131,2025-07-23 23:42:38.465878
2381,821,2023-02-20,104,273,290,17,2025-07-23 23:42:38.466873
2382,451,2024-12-26,128,93,413,320,2025-07-23 23:42:38.467870
2383,327,2022-10-06,156,96,301,205,2025-07-23 23:42:38.468885
2384,828,2024-09-19,144,231,363,132,2025-07-23 23:42:38.469875
2385,483,2023-08-08,216,69,239,170,2025-07-23 23:42:38.470876
2386,97,2024-04-20,10,13,42,29,2025-07-23 23:42:38.471878
2387,967,2023-07-08,147,411,467,56,2025-07-23 23:42:38.472869
2388,329,2023-07-16,237,75,293,218,2025-07-23 23:42:38.473860
2389,638,2023-10-24,131,135,356,221,2025-07-23 23:42:38.474860
2390,839,2024-11-30,43,327,431,104,2025-07-23 23:42:38.475883
2391,893,2024-08-19,162,338,482,144,2025-07-23 23:42:38.476872
2392,218,2024-01-15,207,31,75,44,2025-07-23 23:42:38.477858
2393,44,2023-08-01,121,197,329,132,2025-07-23 23:42:38.478856
2394,984,2024-06-14,164,352,389,37,2025-07-23 23:42:38.479833
2395,984,2022-04-03,126,266,374,108,2025-07-23 23:42:38.480785
2396,1260,2022-08-07,20,113,331,218,2025-07-23 23:42:38.481726
2397,1323,2022-07-24,45,189,291,102,2025-07-23 23:42:38.482789
2398,1035,2024-01-19,140,1,16,15,2025-07-23 23:42:38.483814
2399,1200,2023-03-25,99,103,364,261,2025-07-23 23:42:38.484884
2400,1191,2023-07-18,59,138,190,52,2025-07-23 23:42:38.485862
2401,1463,2024-03-05,153,454,468,14,2025-07-23 23:42:38.486801
2402,874,2022-11-09,59,326,386,60,2025-07-23 23:42:38.487783
2403,787,2024-09-17,135,290,436,146,2025-07-23 23:42:38.488799
2404,1012,2022-06-03,59,204,467,263,2025-07-23 23:42:38.489777
2405,148,2023-03-09,27,337,483,146,2025-07-23 23:42:38.490801
2406,336,2022-06-14,45,211,231,20,2025-07-23 23:42:38.491793
2407,554,2022-02-07,141,394,443,49,2025-07-23 23:42:38.492728
2408,1444,2023-07-09,48,156,236,80,2025-07-23 23:42:38.493695
2409,483,2022-01-05,243,187,458,271,2025-07-23 23:42:38.494665
2410,376,2022-05-27,98,86,273,187,2025-07-23 23:42:38.495625
2411,89,2024-08-06,174,156,165,9,2025-07-23 23:42:38.496660
2412,204,2024-08-27,191,27,429,402,2025-07-23 23:42:38.497608
2413,1149,2024-01-26,244,11,96,85,2025-07-23 23:42:38.498586
2414,913,2022-04-24,143,4,100,96,2025-07-23 23:42:38.499542
2415,148,2023-12-30,208,89,244,155,2025-07-23 23:42:38.500497
2416,677,2024-04-10,140,147,245,98,2025-07-23 23:42:38.501472
2417,929,2024-08-01,27,10,245,235,2025-07-23 23:42:38.502463
2418,237,2024-01-15,15,183,258,75,2025-07-23 23:42:38.503437
2419,265,2023-01-25,24,50,101,51,2025-07-23 23:42:38.504414
2420,1450,2023-03-10,117,21,88,67,2025-07-23 23:42:38.505368
2421,158,2022-10-22,90,66,217,151,2025-07-23 23:42:38.506327
2422,195,2022-03-30,148,323,458,135,2025-07-23 23:42:38.507263
2423,113,2022-10-21,242,40,158,118,2025-07-23 23:42:38.508188
2424,301,2023-01-29,72,48,267,219,2025-07-23 23:42:38.509221
2425,627,2024-07-13,194,7,35,28,2025-07-23 23:42:38.510189
2426,1041,2022-09-16,189,65,157,92,2025-07-23 23:42:38.511176
2427,254,2022-05-20,53,259,274,15,2025-07-23 23:42:38.512170
2428,1163,2024-12-28,233,7,54,47,2025-07-23 23:42:38.513395
2429,708,2023-08-01,250,301,310,9,2025-07-23 23:42:38.514614
2430,1441,2024-03-17,181,190,253,63,2025-07-23 23:42:38.515743
2431,1376,2023-04-09,197,406,432,26,2025-07-23 23:42:38.516915
2432,1275,2022-04-28,22,199,259,60,2025-07-23 23:42:38.517911
2433,1007,2022-09-18,104,64,411,347,2025-07-23 23:42:38.518887
2434,413,2024-11-11,108,251,335,84,2025-07-23 23:42:38.519867
2435,489,2023-08-03,38,242,357,115,2025-07-23 23:42:38.520899
2436,476,2024-06-18,7,15,49,34,2025-07-23 23:42:38.521891
2437,828,2022-10-16,60,43,82,39,2025-07-23 23:42:38.522867
2438,1190,2024-06-01,69,123,476,353,2025-07-23 23:42:38.523846
2439,696,2022-01-27,238,1,42,41,2025-07-23 23:42:38.524790
2440,1022,2022-06-20,61,362,479,117,2025-07-23 23:42:38.525719
2441,201,2023-01-27,14,221,426,205,2025-07-23 23:42:38.526679
2442,1413,2022-03-26,145,143,208,65,2025-07-23 23:42:38.527620
2443,119,2023-03-30,203,16,99,83,2025-07-23 23:42:38.528571
2444,915,2023-01-08,229,176,210,34,2025-07-23 23:42:38.529522
2445,487,2024-02-24,147,37,44,7,2025-07-23 23:42:38.530472
2446,350,2022-10-05,134,306,324,18,2025-07-23 23:42:38.531445
2447,199,2022-10-11,43,43,416,373,2025-07-23 23:42:38.532466
2448,1338,2022-06-18,47,38,124,86,2025-07-23 23:42:38.533461
2449,1059,2022-04-09,196,262,411,149,2025-07-23 23:42:38.534425
2450,424,2024-03-19,172,93,103,10,2025-07-23 23:42:38.535365
2451,1240,2024-01-05,67,26,45,19,2025-07-23 23:42:38.536367
2452,1120,2023-06-28,191,135,233,98,2025-07-23 23:42:38.537299
2453,1255,2022-08-03,187,283,463,180,2025-07-23 23:42:38.538243
2454,288,2022-12-13,222,171,200,29,2025-07-23 23:42:38.539196
2455,489,2023-08-08,191,12,28,16,2025-07-23 23:42:38.540156
2456,827,2023-10-06,160,271,377,106,2025-07-23 23:42:38.541110
2457,793,2024-09-06,58,198,258,60,2025-07-23 23:42:38.542054
2458,1067,2024-03-23,24,7,31,24,2025-07-23 23:42:38.543001
2459,428,2023-08-30,202,8,46,38,2025-07-23 23:42:38.543944
2460,1317,2022-07-27,222,190,202,12,2025-07-23 23:42:38.544894
2461,1058,2023-01-01,226,221,412,191,2025-07-23 23:42:38.545855
2462,638,2023-10-15,6,474,483,9,2025-07-23 23:42:38.546882
2463,135,2022-10-17,92,0,102,102,2025-07-23 23:42:38.548058
2464,32,2022-02-11,105,130,442,312,2025-07-23 23:42:38.549077
2465,182,2022-09-17,244,231,484,253,2025-07-23 23:42:38.550072
2466,1062,2024-10-31,174,405,440,35,2025-07-23 23:42:38.551043
2467,1056,2022-11-23,128,113,267,154,2025-07-23 23:42:38.552012
2468,559,2024-05-04,36,13,63,50,2025-07-23 23:42:38.553025
2469,660,2022-08-17,184,156,399,243,2025-07-23 23:42:38.553981
2470,64,2023-07-04,213,145,215,70,2025-07-23 23:42:38.554945
2471,1455,2024-01-17,148,90,289,199,2025-07-23 23:42:38.555870
2472,455,2022-11-04,133,121,188,67,2025-07-23 23:42:38.556882
2473,904,2024-02-17,46,13,27,14,2025-07-23 23:42:38.557858
2474,1221,2023-12-17,72,34,327,293,2025-07-23 23:42:38.558842
2475,128,2023-02-17,168,194,299,105,2025-07-23 23:42:38.559846
2476,266,2024-03-16,26,226,237,11,2025-07-23 23:42:38.560815
2477,798,2023-10-12,12,348,422,74,2025-07-23 23:42:38.561791
2478,1143,2024-01-31,22,35,64,29,2025-07-23 23:42:38.562728
2479,306,2024-02-13,238,52,71,19,2025-07-23 23:42:38.563687
2480,1131,2024-04-30,151,393,419,26,2025-07-23 23:42:38.564644
2481,919,2024-08-12,161,69,122,53,2025-07-23 23:42:38.565594
2482,157,2022-01-05,92,140,313,173,2025-07-23 23:42:38.566802
2483,764,2022-09-22,98,377,466,89,2025-07-23 23:42:38.567858
2484,636,2024-11-12,186,60,276,216,2025-07-23 23:42:38.568863
2485,280,2023-10-12,107,193,336,143,2025-07-23 23:42:38.569839
2486,756,2022-10-23,13,186,392,206,2025-07-23 23:42:38.570830
2487,1489,2024-08-16,92,107,145,38,2025-07-23 23:42:38.571801
2488,169,2024-05-06,183,249,447,198,2025-07-23 23:42:38.572742
2489,1035,2022-05-09,224,33,41,8,2025-07-23 23:42:38.573715
2490,1458,2022-03-21,245,415,447,32,2025-07-23 23:42:38.574671
2491,1471,2024-03-22,221,186,206,20,2025-07-23 23:42:38.575656
2492,231,2022-01-23,66,180,370,190,2025-07-23 23:42:38.576593
2493,659,2022-01-28,241,15,253,238,2025-07-23 23:42:38.577560
2494,1143,2024-06-28,142,85,453,368,2025-07-23 23:42:38.578516
2495,1365,2024-03-16,168,38,397,359,2025-07-23 23:42:38.579482
2496,1352,2023-09-06,175,77,492,415,2025-07-23 23:42:38.580449
2497,752,2022-07-22,19,143,161,18,2025-07-23 23:42:38.581431
2498,170,2023-11-01,188,72,167,95,2025-07-23 23:42:38.582387
2499,1158,2022-03-23,15,160,440,280,2025-07-23 23:42:38.583354
2500,810,2022-12-17,224,12,405,393,2025-07-23 23:42:38.584305
2501,815,2022-06-28,225,30,35,5,2025-07-23 23:42:38.585259
2502,1191,2022-02-02,71,231,494,263,2025-07-23 23:42:38.586194
2503,1044,2024-06-15,113,272,286,14,2025-07-23 23:42:38.587390
2504,1412,2024-11-14,89,120,211,91,2025-07-23 23:42:38.588385
2505,3,2023-05-13,12,3,32,29,2025-07-23 23:42:38.589386
2506,1201,2022-07-08,97,192,404,212,2025-07-23 23:42:38.590364
2507,888,2023-05-15,123,42,193,151,2025-07-23 23:42:38.591352
2508,544,2024-07-03,194,95,498,403,2025-07-23 23:42:38.592349
2509,802,2024-06-21,55,143,253,110,2025-07-23 23:42:38.593326
2510,1106,2023-02-25,24,83,124,41,2025-07-23 23:42:38.594288
2511,806,2023-12-06,243,150,199,49,2025-07-23 23:42:38.595248
2512,1291,2023-05-18,108,1,18,17,2025-07-23 23:42:38.596215
2513,1404,2022-10-07,92,18,466,448,2025-07-23 23:42:38.597212
2514,413,2024-05-09,3,44,219,175,2025-07-23 23:42:38.598169
2515,279,2023-02-08,108,63,271,208,2025-07-23 23:42:38.599142
2516,137,2022-01-25,111,88,375,287,2025-07-23 23:42:38.600130
2517,449,2024-03-10,14,48,128,80,2025-07-23 23:42:38.601135
2518,323,2024-07-19,105,5,125,120,2025-07-23 23:42:38.602073
2519,397,2022-06-08,162,26,81,55,2025-07-23 23:42:38.603018
2520,206,2024-04-14,57,68,111,43,2025-07-23 23:42:38.603968
2521,1337,2023-09-26,145,279,308,29,2025-07-23 23:42:38.604890
2522,255,2023-07-06,146,249,257,8,2025-07-23 23:42:38.605860
2523,117,2024-09-29,89,18,34,16,2025-07-23 23:42:38.606831
2524,1075,2022-01-21,145,371,412,41,2025-07-23 23:42:38.607785
2525,625,2022-10-22,113,37,42,5,2025-07-23 23:42:38.608751
2526,1195,2024-03-18,186,165,303,138,2025-07-23 23:42:38.609714
2527,150,2023-05-26,94,129,205,76,2025-07-23 23:42:38.610668
2528,864,2023-11-09,204,68,90,22,2025-07-23 23:42:38.611614
2529,419,2024-02-27,181,113,199,86,2025-07-23 23:42:38.612594
2530,1318,2023-07-17,221,220,249,29,2025-07-23 23:42:38.613562
2531,821,2024-08-17,158,88,350,262,2025-07-23 23:42:38.614529
2532,1332,2023-03-06,126,353,400,47,2025-07-23 23:42:38.615711
2533,1007,2022-12-23,62,465,483,18,2025-07-23 23:42:38.617078
2534,378,2022-12-06,57,3,94,91,2025-07-23 23:42:38.618036
2535,883,2024-03-28,164,147,244,97,2025-07-23 23:42:38.618997
2536,1400,2023-12-17,162,134,226,92,2025-07-23 23:42:38.620114
2537,256,2023-05-21,49,301,359,58,2025-07-23 23:42:38.621248
2538,505,2022-02-05,108,229,485,256,2025-07-23 23:42:38.622207
2539,1172,2024-10-17,194,114,170,56,2025-07-23 23:42:38.623205
2540,1338,2024-06-20,78,114,298,184,2025-07-23 23:42:38.624179
2541,1084,2023-06-10,70,89,142,53,2025-07-23 23:42:38.625179
2542,1453,2024-06-09,93,301,316,15,2025-07-23 23:42:38.626157
2543,141,2023-12-31,207,15,390,375,2025-07-23 23:42:38.627191
2544,1277,2022-07-02,9,90,100,10,2025-07-23 23:42:38.628147
2545,774,2023-05-11,76,310,355,45,2025-07-23 23:42:38.629157
2546,1035,2022-03-03,137,38,111,73,2025-07-23 23:42:38.630155
2547,196,2024-02-10,206,71,128,57,2025-07-23 23:42:38.631143
2548,991,2024-09-02,131,3,281,278,2025-07-23 23:42:38.632115
2549,408,2024-11-22,239,59,88,29,2025-07-23 23:42:38.633069
2550,1238,2023-11-17,161,7,43,36,2025-07-23 23:42:38.634018
2551,152,2024-02-20,175,189,234,45,2025-07-23 23:42:38.634993
2552,544,2022-12-19,226,75,87,12,2025-07-23 23:42:38.635959
2553,203,2022-10-30,38,180,213,33,2025-07-23 23:42:38.636909
2554,197,2024-03-12,210,116,133,17,2025-07-23 23:42:38.637874
2555,194,2023-02-10,127,190,354,164,2025-07-23 23:42:38.638846
2556,671,2024-10-18,65,274,437,163,2025-07-23 23:42:38.639827
2557,1417,2023-02-06,152,71,211,140,2025-07-23 23:42:38.640798
2558,35,2024-03-06,15,1,11,10,2025-07-23 23:42:38.641863
2559,649,2022-02-07,13,110,363,253,2025-07-23 23:42:38.642859
2560,868,2023-05-19,76,48,170,122,2025-07-23 23:42:38.643839
2561,1024,2024-09-09,155,115,136,21,2025-07-23 23:42:38.644809
2562,147,2022-05-05,55,336,341,5,2025-07-23 23:42:38.645782
2563,302,2022-09-10,179,208,488,280,2025-07-23 23:42:38.646722
2564,1404,2023-01-21,133,16,26,10,2025-07-23 23:42:38.647682
2565,615,2024-03-21,195,99,317,218,2025-07-23 23:42:38.648646
2566,351,2022-02-05,245,57,201,144,2025-07-23 23:42:38.649610
2567,1251,2024-08-26,107,338,450,112,2025-07-23 23:42:38.650593
2568,1320,2022-06-23,187,203,370,167,2025-07-23 23:42:38.651551
2569,431,2023-05-15,23,116,202,86,2025-07-23 23:42:38.652516
2570,303,2024-07-01,71,102,145,43,2025-07-23 23:42:38.653481
2571,1228,2023-10-07,53,157,233,76,2025-07-23 23:42:38.654459
2572,830,2022-06-25,27,57,96,39,2025-07-23 23:42:38.655433
2573,332,2023-07-31,225,137,153,16,2025-07-23 23:42:38.656396
2574,55,2023-03-05,38,275,422,147,2025-07-23 23:42:38.657360
2575,995,2024-08-22,196,18,298,280,2025-07-23 23:42:38.658312
2576,8,2024-02-13,221,63,78,15,2025-07-23 23:42:38.659279
2577,996,2024-02-28,248,81,234,153,2025-07-23 23:42:38.660255
2578,1097,2022-02-16,241,256,370,114,2025-07-23 23:42:38.661249
2579,573,2022-04-18,223,360,393,33,2025-07-23 23:42:38.662205
2580,532,2023-04-20,116,193,409,216,2025-07-23 23:42:38.663163
2581,1489,2024-02-11,72,161,170,9,2025-07-23 23:42:38.664138
2582,133,2022-02-27,173,37,165,128,2025-07-23 23:42:38.665107
2583,517,2023-12-06,49,176,182,6,2025-07-23 23:42:38.666054
2584,1406,2022-07-11,98,3,60,57,2025-07-23 23:42:38.667011
2585,1071,2024-03-29,116,55,322,267,2025-07-23 23:42:38.667959
2586,1405,2024-05-20,233,164,429,265,2025-07-23 23:42:38.668924
2587,1476,2023-06-27,225,120,196,76,2025-07-23 23:42:38.669882
2588,415,2023-07-31,55,404,415,11,2025-07-23 23:42:38.670858
2589,1032,2023-07-29,192,260,306,46,2025-07-23 23:42:38.671817
2590,1395,2023-10-10,64,282,378,96,2025-07-23 23:42:38.672859
2591,1082,2022-12-16,41,122,484,362,2025-07-23 23:42:38.674071
2592,18,2024-05-26,155,233,421,188,2025-07-23 23:42:38.675023
2593,441,2023-01-15,74,254,405,151,2025-07-23 23:42:38.675990
2594,1393,2023-10-13,19,202,457,255,2025-07-23 23:42:38.676928
2595,772,2022-04-02,148,177,466,289,2025-07-23 23:42:38.677896
2596,192,2023-05-16,150,83,433,350,2025-07-23 23:42:38.678866
2597,101,2022-02-11,124,49,484,435,2025-07-23 23:42:38.679848
2598,227,2022-09-11,106,80,124,44,2025-07-23 23:42:38.680841
2599,839,2024-07-20,118,121,140,19,2025-07-23 23:42:38.681825
2600,822,2022-06-28,201,94,108,14,2025-07-23 23:42:38.682802
2601,1412,2022-04-22,154,9,32,23,2025-07-23 23:42:38.683752
2602,618,2023-10-03,211,193,382,189,2025-07-23 23:42:38.684711
2603,676,2022-11-21,182,111,374,263,2025-07-23 23:42:38.685653
2604,813,2022-10-01,187,45,187,142,2025-07-23 23:42:38.686628
2605,579,2022-08-23,138,48,226,178,2025-07-23 23:42:38.687591
2606,193,2022-07-07,118,32,472,440,2025-07-23 23:42:38.688571
2607,1318,2024-09-21,205,62,96,34,2025-07-23 23:42:38.689694
2608,112,2024-11-09,74,16,189,173,2025-07-23 23:42:38.690688
2609,1048,2024-07-04,220,22,418,396,2025-07-23 23:42:38.691712
2610,1168,2023-05-02,16,209,420,211,2025-07-23 23:42:38.692694
2611,1127,2024-02-10,106,73,438,365,2025-07-23 23:42:38.693646
2612,1451,2024-06-13,131,120,299,179,2025-07-23 23:42:38.694621
2613,1297,2024-07-07,123,258,358,100,2025-07-23 23:42:38.695605
2614,614,2022-10-06,162,347,410,63,2025-07-23 23:42:38.696595
2615,1003,2024-04-04,108,193,201,8,2025-07-23 23:42:38.697575
2616,732,2024-07-11,35,11,205,194,2025-07-23 23:42:38.698538
2617,538,2023-12-17,179,47,344,297,2025-07-23 23:42:38.699491
2618,1079,2023-06-10,1,217,430,213,2025-07-23 23:42:38.700472
2619,1462,2023-04-12,54,20,40,20,2025-07-23 23:42:38.701446
2620,734,2024-03-19,55,79,488,409,2025-07-23 23:42:38.702425
2621,219,2023-09-14,44,88,183,95,2025-07-23 23:42:38.703391
2622,610,2022-02-07,32,238,280,42,2025-07-23 23:42:38.704344
2623,353,2022-12-10,176,56,72,16,2025-07-23 23:42:38.705304
2624,1017,2022-06-12,130,176,182,6,2025-07-23 23:42:38.706267
2625,940,2023-10-12,95,457,462,5,2025-07-23 23:42:38.707228
2626,989,2024-12-01,210,26,444,418,2025-07-23 23:42:38.708173
2627,547,2023-11-23,236,1,17,16,2025-07-23 23:42:38.709168
2628,1351,2024-05-30,102,7,35,28,2025-07-23 23:42:38.710157
2629,199,2022-11-12,149,109,497,388,2025-07-23 23:42:38.711134
2630,1226,2023-02-14,243,2,129,127,2025-07-23 23:42:38.712095
2631,276,2023-12-13,94,141,415,274,2025-07-23 23:42:38.713044
2632,55,2023-08-29,48,138,240,102,2025-07-23 23:42:38.714013
2633,141,2022-06-28,34,23,42,19,2025-07-23 23:42:38.714964
2634,138,2024-03-30,59,166,211,45,2025-07-23 23:42:38.715936
2635,242,2023-03-25,232,64,354,290,2025-07-23 23:42:38.716900
2636,1460,2022-10-01,132,35,51,16,2025-07-23 23:42:38.717873
2637,1397,2024-03-04,9,142,171,29,2025-07-23 23:42:38.718855
2638,803,2024-10-16,77,328,338,10,2025-07-23 23:42:38.719924
2639,739,2022-06-03,82,45,101,56,2025-07-23 23:42:38.720882
