web_activity_key,customer_key,date_key,session_id,page_views,duration_seconds,converted,created_at
2273,3194,2022-11-17,dd6189d1-c950-4970-8615-e7f48609ff09,1,435,1,2025-07-23 23:42:40.678201
2274,3766,2022-06-15,d6974158-71dc-4cd5-bcac-74214bd1c8e8,11,410,1,2025-07-23 23:42:40.678711
2275,1692,2023-08-12,23cdda1d-c74d-458a-96b5-d9b8fd92ac6f,4,651,1,2025-07-23 23:42:40.679260
2276,960,2024-05-23,80875f4c-abb3-4c25-aaf4-e6fb7021a23d,12,557,0,2025-07-23 23:42:40.679792
2277,1394,2023-11-20,d78aee1d-d99a-4d7b-8a66-a4f2803511b6,7,228,1,2025-07-23 23:42:40.680320
2278,183,2023-02-01,69cfe855-effa-4402-b6f5-99d83b3feefb,4,46,1,2025-07-23 23:42:40.680859
2279,2222,2023-10-04,a1847184-16c5-46c9-927e-f15e1ea930e6,4,470,0,2025-07-23 23:42:40.681406
2280,577,2023-02-12,ce6aeb45-ad5e-4f71-8c3d-8d0c41ee0625,14,72,0,2025-07-23 23:42:40.681950
2281,4013,2024-02-09,a446bc99-2042-4ba9-9cff-31cee417c030,10,584,1,2025-07-23 23:42:40.682485
2282,3688,2022-04-02,a7786ff7-8929-4279-bb79-834553844e09,10,477,0,2025-07-23 23:42:40.683056
2283,1572,2023-10-27,ef9985a6-4704-47ce-8093-969fa82fdf9f,6,872,1,2025-07-23 23:42:40.683570
2284,2774,2023-11-13,569b03a7-f69c-4707-967b-4600b1e98891,12,58,1,2025-07-23 23:42:40.684122
2285,4059,2022-02-22,dfa0be1f-ed9e-4826-a9c2-f5ddecbfc3ff,3,260,0,2025-07-23 23:42:40.684628
2286,1077,2024-11-03,a49079fb-1c4a-4bb2-b59f-c00acd64e81c,11,796,1,2025-07-23 23:42:40.685187
2287,4921,2022-01-30,bee4b9f0-580f-421b-8799-0e403088d348,4,655,0,2025-07-23 23:42:40.685692
2288,3233,2024-06-21,b96882d1-1b4e-450b-bb5d-9e459b51513e,11,619,1,2025-07-23 23:42:40.686235
2289,1100,2023-09-30,50798e88-3dd4-467a-b061-0f3ef850d8e4,9,388,1,2025-07-23 23:42:40.686737
2290,2696,2022-01-05,27365ee4-0453-4d42-ab1a-0adddc9eb67b,15,571,1,2025-07-23 23:42:40.687278
2291,76,2022-10-26,d510568b-648e-4dd8-b9d0-a8688b78bd14,6,106,0,2025-07-23 23:42:40.687828
2292,3579,2024-06-08,7bde7cd1-9967-4b2e-9ef7-d5710dfc7d20,15,228,0,2025-07-23 23:42:40.688383
2293,3366,2024-07-21,3ca67c20-0c5a-4d46-bed3-0e9e07fc0f95,8,769,1,2025-07-23 23:42:40.688973
2294,4303,2024-09-29,5f303a10-6e93-426d-b1a1-a3699ecb3813,2,187,0,2025-07-23 23:42:40.689486
2295,4128,2023-05-13,bf72584c-c426-411d-acd6-0733501c24ed,1,655,0,2025-07-23 23:42:40.690072
2296,2721,2023-02-14,390acdc7-45d3-442c-bb11-b30d28846a8a,1,314,1,2025-07-23 23:42:40.690593
2297,2044,2024-09-23,a0bd4a27-bd7d-44f2-9e26-d085da69f7de,7,370,0,2025-07-23 23:42:40.691266
2298,654,2023-04-10,693be356-8160-4106-bec8-066da380a250,10,573,1,2025-07-23 23:42:40.691802
2299,345,2023-06-16,4ba80939-2b03-4914-bba5-67745bff7e7b,9,63,1,2025-07-23 23:42:40.692322
2300,3711,2024-11-30,0a4837d3-459b-48a7-be5d-96fe9daeee7d,14,287,0,2025-07-23 23:42:40.692861
2301,966,2024-06-30,82dfa6ec-5261-4a51-93bb-76478657fc9f,8,299,1,2025-07-23 23:42:40.693381
2302,4238,2024-02-24,0d08693d-b302-48ff-931d-170fba92afcd,12,642,1,2025-07-23 23:42:40.693935
2303,1021,2022-09-24,2aa57888-666f-4d65-babd-4cae53844ea9,6,723,1,2025-07-23 23:42:40.694446
2304,3920,2024-11-02,ab3b3f53-1345-4647-8ab9-b25357e9f6db,15,99,0,2025-07-23 23:42:40.694988
2305,133,2023-05-20,83678afa-1a3c-445d-a291-f6edd9d26244,14,40,0,2025-07-23 23:42:40.695495
2306,1916,2023-12-30,6782b4db-96d1-4d71-ba41-1beca40a21b3,13,226,1,2025-07-23 23:42:40.696038
2307,891,2023-07-20,0a79bc42-1251-46d5-910c-2c172c6af1bf,4,750,0,2025-07-23 23:42:40.696545
2308,4146,2023-09-20,53311d65-0274-4a99-9dd9-59595ba073ee,10,492,1,2025-07-23 23:42:40.697091
2309,42,2022-01-06,736b495c-ac95-4978-905a-363272cec0e6,9,155,0,2025-07-23 23:42:40.697599
2310,860,2023-12-08,bbe7cbbb-1028-47c2-adb5-9562efe9a448,5,180,1,2025-07-23 23:42:40.698153
2311,3655,2022-04-06,5dcb3827-8cc7-4fc3-90f7-b37540561617,7,664,1,2025-07-23 23:42:40.698677
2312,1526,2024-11-07,cf309bc1-82bc-4cf7-a6c8-705f557bd024,9,325,0,2025-07-23 23:42:40.699220
2313,4149,2022-09-01,2277a347-2a60-4862-8a68-d1fb8bfa6ecd,7,425,0,2025-07-23 23:42:40.699727
2314,908,2022-07-05,a608c71e-af2c-497c-8014-f943b84a79ef,2,375,1,2025-07-23 23:42:40.700270
2315,3837,2024-08-03,f5863a49-3ae5-45bb-b1c2-d8dcacea3fdf,9,386,0,2025-07-23 23:42:40.700802
2316,2704,2023-03-23,83957a81-532c-4d66-be97-d89ef9a0dd63,5,623,0,2025-07-23 23:42:40.701336
2317,1689,2022-10-30,ba2f1287-d6fa-4c38-8024-c2b3e3e8380e,3,442,1,2025-07-23 23:42:40.701879
2318,3295,2024-04-01,8985ad30-b2d5-48a9-ade6-033b8486b6b1,9,430,0,2025-07-23 23:42:40.702510
2319,1668,2023-02-21,8956f2fa-7f56-4052-ad5f-979b93801e3f,13,677,1,2025-07-23 23:42:40.703078
2320,4754,2023-08-20,2b6bd1ca-a06b-4bc8-81cd-1d60748cac93,10,42,1,2025-07-23 23:42:40.703589
2321,1595,2022-05-04,46e9c1a8-a1d1-41c4-9dfc-cf50801d43cf,13,318,0,2025-07-23 23:42:40.704135
2322,2657,2023-12-19,e7a9dadc-6b21-4530-a9c3-4faf0bbafe65,6,50,1,2025-07-23 23:42:40.704642
2323,178,2023-06-18,e918bfa4-5b5b-43f0-bc2b-9351f80ba5f1,5,767,1,2025-07-23 23:42:40.705208
2324,2818,2022-01-22,8f34639c-749c-4dfa-b224-b80369f7bcb8,13,228,0,2025-07-23 23:42:40.705694
2325,4829,2022-07-04,b99f05b6-cf1b-49ca-9d19-49a519bfcc7d,14,645,1,2025-07-23 23:42:40.706225
2326,386,2022-01-09,a58ce873-b232-4b81-a5d6-85d26dddfac7,11,360,1,2025-07-23 23:42:40.706739
2327,1877,2023-04-05,2c0cc4a0-cb78-40be-8e1c-2f3d18f73fa7,8,500,0,2025-07-23 23:42:40.707300
2328,3118,2024-01-24,937b560c-4875-447f-853f-d6f6f94512f9,8,79,0,2025-07-23 23:42:40.707853
2329,4289,2022-12-06,10d706a8-9a07-482d-bf7d-39d6570c9768,11,408,0,2025-07-23 23:42:40.708405
2330,3405,2023-12-28,d248a7be-5187-4a4a-bbe8-fbafa1f3cad2,5,779,0,2025-07-23 23:42:40.709051
2331,4680,2022-10-15,a00345b9-e393-471d-9666-a2d66333b686,13,804,1,2025-07-23 23:42:40.709580
2332,836,2022-09-09,167a2a42-b5a0-457c-a741-0f9245c5d2f8,6,234,1,2025-07-23 23:42:40.710122
2333,3044,2024-09-14,3f1f79fa-dec2-490c-87f2-38c42586d898,3,667,1,2025-07-23 23:42:40.710627
2334,3755,2024-10-12,723cd321-82b0-4b04-a15e-a479230c442e,10,56,0,2025-07-23 23:42:40.711176
2335,3936,2024-08-20,d9666fb4-fb28-4ea6-9ed0-12b6f2d9dc78,7,791,0,2025-07-23 23:42:40.711674
2336,3329,2023-10-21,3c02410c-183c-4b63-8883-6c76f55621e3,6,637,0,2025-07-23 23:42:40.712219
2337,3640,2023-11-21,480a6c44-be7f-42c0-8e5a-968e4c8f1b1a,15,433,0,2025-07-23 23:42:40.712726
2338,2816,2023-06-03,ed5b73a9-e0d4-4b35-b2d1-2fe40c4806fa,9,178,0,2025-07-23 23:42:40.713268
2339,4551,2022-12-04,528d2f0c-998c-44af-9295-1f34006296b2,8,749,1,2025-07-23 23:42:40.713805
2340,3177,2024-08-16,6a22cf65-7f8f-4146-9312-e501731321be,5,857,0,2025-07-23 23:42:40.714325
2341,4067,2023-09-19,7ec3e7d7-1201-4d5c-a492-bdbd0a796872,9,516,1,2025-07-23 23:42:40.714858
2342,3985,2022-07-20,d4ebbc31-63f2-4d53-a72e-3990f1997a66,8,109,0,2025-07-23 23:42:40.715384
2343,1813,2023-10-12,f5e04ffc-337a-45fa-ae58-95dcd578a10b,13,437,0,2025-07-23 23:42:40.715924
2344,3230,2024-06-27,27bb9d30-b2c2-4ce1-858f-07086be84ae9,9,402,1,2025-07-23 23:42:40.716448
2345,4449,2022-06-08,4a968832-15ee-4a80-b874-b35d1a67c9dd,5,105,0,2025-07-23 23:42:40.716985
2346,3152,2023-03-22,5e609d6a-1ea8-4e71-bcfd-201582eb1b1c,4,195,1,2025-07-23 23:42:40.717487
2347,778,2023-06-24,32eb0980-f229-4215-adc3-86d60af70cda,14,642,0,2025-07-23 23:42:40.718033
2348,2054,2024-07-14,12f58fef-46ab-4767-a30f-9e89b54442fc,4,140,0,2025-07-23 23:42:40.718557
2349,1538,2024-08-03,0e054cfe-f3c9-4667-a68f-411796adf85f,1,115,1,2025-07-23 23:42:40.719105
2350,538,2024-12-16,b16d3260-95c7-4362-9dba-6f860fffcb42,6,775,0,2025-07-23 23:42:40.719632
2351,2095,2024-08-18,dfe0e8f8-dde4-4328-b9b1-066c7e2d0f92,3,314,0,2025-07-23 23:42:40.720174
2352,2431,2024-05-18,3b6997f0-8484-4484-85bb-399b00292323,8,592,1,2025-07-23 23:42:40.720677
2353,316,2022-06-15,835218e5-86be-4ebe-899f-77e83effb39f,10,111,0,2025-07-23 23:42:40.721283
2354,2832,2022-11-14,812d69ce-d389-482e-b855-cdbedc7a3acb,15,840,0,2025-07-23 23:42:40.721898
2355,3631,2023-04-27,fd1941e7-4f01-4f43-aa6a-8db212df54b5,2,764,0,2025-07-23 23:42:40.722440
2356,2217,2022-01-19,469836aa-c7ea-49e5-b899-217f03f20592,2,289,0,2025-07-23 23:42:40.722992
2357,1633,2024-06-13,c184ff50-a4af-4c98-8e84-a4350d7b64e1,7,836,0,2025-07-23 23:42:40.723507
2358,1758,2024-06-12,86b2b684-222f-4d86-9924-98fcafa0b439,9,180,1,2025-07-23 23:42:40.724052
2359,2031,2024-08-05,0623f91e-f8d5-4124-b3b9-77948c0cc16a,3,211,0,2025-07-23 23:42:40.724558
2360,4911,2024-09-10,e765688f-c836-4b18-ae5d-a4885380523a,13,570,1,2025-07-23 23:42:40.725155
2361,3290,2023-02-23,69f66e4e-05eb-4f94-ad68-194498f97f5e,11,843,1,2025-07-23 23:42:40.725666
2362,4573,2022-04-13,5eaa01fb-1358-4031-9e1b-1bf1eb054048,15,143,1,2025-07-23 23:42:40.726222
2363,3461,2023-12-20,dd103bcb-4c79-489b-90ab-eb2e59589e28,3,674,1,2025-07-23 23:42:40.726744
2364,935,2024-09-11,e8137512-513a-4b40-a546-73cb06c8db34,3,176,1,2025-07-23 23:42:40.727308
2365,4130,2023-10-22,90063bc2-38ab-4c58-92bb-903177bb8120,6,310,1,2025-07-23 23:42:40.727842
2366,3458,2024-01-19,91a5960e-05c9-485f-80e9-288c6ef1cd0c,11,433,1,2025-07-23 23:42:40.728360
2367,1353,2022-09-06,cde34bbe-4217-436a-9c77-ec4de12ce332,3,229,0,2025-07-23 23:42:40.728951
2368,2292,2024-01-24,1da86f96-e920-4f23-bbdb-39c56cf6e589,7,388,0,2025-07-23 23:42:40.729462
2369,929,2024-02-09,7d2078c0-dc14-4976-b5fe-3d6cea6924a7,10,766,1,2025-07-23 23:42:40.730016
2370,876,2023-04-15,85ae1efa-6982-40b6-9335-eae1fed874b4,8,171,0,2025-07-23 23:42:40.730524
2371,4432,2024-03-16,d9063e60-9a0e-40ce-8f02-dd0e6d466fc6,6,55,1,2025-07-23 23:42:40.731122
2372,4683,2023-08-19,06cda487-1327-4da0-a7df-b42adcdde181,11,844,0,2025-07-23 23:42:40.731649
2373,4632,2024-10-23,4297bb98-4c60-46b6-a033-33363f0170a4,8,138,0,2025-07-23 23:42:40.732195
2374,123,2024-04-11,608619c5-1722-4abe-9818-8f44cfd408a5,3,286,1,2025-07-23 23:42:40.732700
2375,1919,2023-11-23,bf154bdc-8ab7-42a9-ae62-c6c1ef19cb59,1,553,1,2025-07-23 23:42:40.733252
2376,544,2024-09-07,2b5f0b51-5bdc-44b7-b925-a796acb07d06,5,199,1,2025-07-23 23:42:40.733792
2377,3865,2023-07-01,74245f80-0736-43de-a755-0eba3f323e87,7,229,0,2025-07-23 23:42:40.734313
2378,3577,2023-05-16,e2c63f3f-1e13-49de-a717-9444975b58b2,3,376,0,2025-07-23 23:42:40.734870
2379,3331,2024-07-16,72abd8d8-043f-46b5-a66b-17666e89281c,1,752,0,2025-07-23 23:42:40.735404
2380,1153,2024-10-16,1e3f8778-fa18-4cdc-b51f-1ef071489645,11,664,1,2025-07-23 23:42:40.735949
2381,832,2024-08-12,b31b69c5-f660-463a-b5c4-942245b7bd86,1,188,1,2025-07-23 23:42:40.736436
2382,843,2024-07-24,cd97d25f-8c48-414f-86e0-76034b2b7efb,8,713,1,2025-07-23 23:42:40.737044
2383,3385,2024-04-06,371ddd3a-4248-49fc-8b87-ee6a1808c1f1,14,284,0,2025-07-23 23:42:40.737549
2384,260,2023-09-25,fd3ba5f0-0ae1-4916-a061-461c25680f37,5,857,0,2025-07-23 23:42:40.738094
2385,4763,2023-10-22,a142b9e4-0ff5-45bb-bcb4-f5463a90384d,7,649,0,2025-07-23 23:42:40.738599
2386,4512,2023-09-02,520266eb-265a-4291-8a0f-f19bb51a8a19,7,615,0,2025-07-23 23:42:40.739137
2387,3519,2023-01-13,4b615c74-aaf3-45ff-b8f5-1ea83b92148b,4,575,1,2025-07-23 23:42:40.739652
2388,4125,2023-04-20,b1921fb3-6f44-419b-a995-fdfae756f075,12,40,0,2025-07-23 23:42:40.740195
2389,4892,2022-12-20,2d41647f-8e7e-489e-922e-eb9625a7b5d0,13,537,0,2025-07-23 23:42:40.740720
2390,3115,2024-05-22,f563992c-1044-446d-ab13-467ec2de44f0,10,371,0,2025-07-23 23:42:40.741263
2391,2584,2024-02-08,4b1eca29-9730-4f28-a1af-3364f096663f,14,601,1,2025-07-23 23:42:40.741791
2392,187,2024-08-29,2f5e988d-1ab3-4806-95e7-728aa848a5c3,10,773,0,2025-07-23 23:42:40.742336
2393,2872,2023-05-23,dae12478-90e3-429b-9535-d93d1ed5041e,10,852,0,2025-07-23 23:42:40.743123
2394,3725,2023-07-02,3644d72e-a533-4fc7-a9ee-a2dd49c72dbf,8,323,0,2025-07-23 23:42:40.743918
2395,1097,2022-09-25,e3fdb123-5c5a-498f-8d74-a40d6bbf7e4d,11,97,1,2025-07-23 23:42:40.744613
2396,3921,2023-11-02,17f976c6-37d8-43c2-98d5-e28f4d04034b,15,638,1,2025-07-23 23:42:40.745216
2397,427,2024-07-15,95003f38-6c7e-4831-b0c6-91c4146abcf1,5,550,1,2025-07-23 23:42:40.745737
2398,1347,2024-11-13,348eb02b-43cb-4008-a4b1-ea166c5b2129,7,579,0,2025-07-23 23:42:40.746286
2399,4717,2024-08-17,fb3e3c7b-1a1c-48a7-a6dc-00d2499aadac,14,84,0,2025-07-23 23:42:40.746818
2400,3795,2023-08-18,d8cf6600-b0fa-4e92-a1c6-335f5523411e,13,264,0,2025-07-23 23:42:40.747339
2401,1267,2024-02-01,03409be5-a83c-4c38-9bd4-b48e8606cc94,2,472,0,2025-07-23 23:42:40.747898
2402,1255,2024-07-14,089a12bb-f646-4a10-bcc6-2afe79829845,7,140,1,2025-07-23 23:42:40.748409
2403,977,2024-02-23,97857ccc-5e65-46d8-b2aa-f2f6b45e95d5,10,852,0,2025-07-23 23:42:40.748986
2404,3978,2023-02-20,f5aab85d-8d43-4a4a-a505-22fbb9210b0b,1,147,0,2025-07-23 23:42:40.749492
2405,394,2023-12-11,9a0783ee-38d7-4e02-b278-7b8784859941,10,135,0,2025-07-23 23:42:40.750034
2406,741,2022-03-07,a7e87f75-3cd6-458d-8dcf-7fcbed756321,9,783,1,2025-07-23 23:42:40.750560
2407,1153,2022-10-30,27968922-3fbe-4734-824c-aed885fbca60,13,528,0,2025-07-23 23:42:40.751109
2408,1752,2024-02-25,65d8e7aa-926e-4c87-aebd-a76600a82ccc,7,419,0,2025-07-23 23:42:40.751616
2409,4275,2022-11-13,a6fcec94-b81c-4b58-bf60-3c4f92e8dcd8,4,618,1,2025-07-23 23:42:40.752170
2410,4002,2022-12-13,3c761e38-ba04-4163-a5b9-540edde62c48,7,40,1,2025-07-23 23:42:40.752681
2411,1807,2023-12-28,cc7a5ea9-2205-4b67-88e3-43bdc53200b2,9,317,0,2025-07-23 23:42:40.753343
2412,565,2022-07-22,27c7bdab-a7f1-489a-8d84-4d4db970bca5,8,710,1,2025-07-23 23:42:40.754012
2413,3672,2022-04-26,c6e97439-dd1a-4402-9a5f-6487910be24b,3,108,1,2025-07-23 23:42:40.754544
2414,4449,2022-11-05,255c32df-5516-4286-8d18-062a203cccb5,11,623,1,2025-07-23 23:42:40.755101
2415,4154,2022-03-15,a4dc3f30-77a2-45ae-a197-b9b6f818bfd0,7,595,1,2025-07-23 23:42:40.755620
2416,4822,2024-07-14,c9d5f434-1abd-44f9-8eed-60a1e8e20535,14,373,0,2025-07-23 23:42:40.756163
2417,2641,2024-11-27,ab0df56d-3d2d-4e93-a35b-61effe7eacdb,10,485,1,2025-07-23 23:42:40.756666
2418,4883,2023-05-20,a8ce40cd-9b85-4f12-b4f1-9a70d0fdacf7,12,430,0,2025-07-23 23:42:40.757248
2419,3374,2022-05-28,eb5d7307-80b7-4d70-9c55-32b9aca2b1af,1,319,0,2025-07-23 23:42:40.757872
2420,3054,2024-06-20,d2075f32-5ccf-4d79-ac83-09baeef3bb62,5,758,1,2025-07-23 23:42:40.758487
2421,3567,2022-12-15,6c0a9425-0a25-45c5-b68c-98ec2e42e8ae,7,897,0,2025-07-23 23:42:40.759060
2422,545,2022-08-03,e9807557-bdff-49fa-b9c0-4c4b84697c59,7,900,1,2025-07-23 23:42:40.759582
2423,230,2024-03-04,8d3aa9c5-6fae-4d64-8475-8062f2e391ed,4,846,1,2025-07-23 23:42:40.760140
2424,155,2023-12-13,f10a501d-9427-40eb-a5bf-8a701ffd6af6,13,165,1,2025-07-23 23:42:40.760643
2425,2375,2024-02-02,93e67f40-2da4-4368-9ced-069756f77ce0,6,420,0,2025-07-23 23:42:40.761198
2426,705,2022-06-04,08b2caee-d397-4731-b6ed-714279802faf,14,687,0,2025-07-23 23:42:40.761703
2427,728,2022-07-18,a58588f8-790e-4251-885b-d093c36e9076,3,181,1,2025-07-23 23:42:40.762253
2428,4481,2022-01-04,346e6b3d-05e1-413d-8da9-0c49c2372c64,9,328,0,2025-07-23 23:42:40.762794
2429,1618,2022-07-07,7d4b0b57-a76c-42ac-80d7-511cf1448164,14,450,0,2025-07-23 23:42:40.763322
2430,2714,2023-08-02,d0d42739-3aba-4157-8e1f-87ba85e26fb2,15,875,0,2025-07-23 23:42:40.763929
2431,1810,2023-06-19,527b3775-304d-48e9-8eb8-b068b8ce8b1e,4,783,1,2025-07-23 23:42:40.764437
2432,4122,2022-02-05,cd446d36-46d5-402b-8f17-7a7e6d0292c9,3,691,1,2025-07-23 23:42:40.764981
2433,2945,2022-04-22,4327b036-8d2d-48ce-8735-c85e72b29230,15,611,0,2025-07-23 23:42:40.765515
2434,2065,2024-08-27,f953fd7c-a0ea-47dd-a834-0b9d72330708,9,249,1,2025-07-23 23:42:40.766057
2435,4282,2024-06-23,06612168-12df-483c-af62-63d4a97bb06d,3,276,0,2025-07-23 23:42:40.766595
2436,2710,2024-06-25,faff03a8-7e8c-4f01-bb83-b8269b3d897d,13,492,0,2025-07-23 23:42:40.767156
2437,2686,2023-04-05,3400e577-1893-4863-9e6d-8c0d397a54e0,5,395,1,2025-07-23 23:42:40.767723
2438,810,2023-05-21,47fd1b32-046d-4c7d-a14f-53b4cab0bfde,12,754,1,2025-07-23 23:42:40.768281
2439,1051,2023-10-25,10aa2a83-0e25-4cb4-a480-915ef66ca9e0,7,361,1,2025-07-23 23:42:40.768857
2440,2292,2023-09-05,c5767489-9993-43b8-bf29-b40dd428242b,4,400,1,2025-07-23 23:42:40.769375
2441,4577,2022-10-14,0ccdd630-92de-469f-80fa-74b1b0ad1071,3,46,1,2025-07-23 23:42:40.769913
2442,4191,2023-06-22,9e49c00d-9a82-4eb0-9de5-73112056af2a,14,224,1,2025-07-23 23:42:40.770437
2443,4508,2024-03-09,4a125c7e-2657-4811-ac87-d6299bc7365f,3,668,0,2025-07-23 23:42:40.770999
2444,731,2022-02-08,57ffd49a-3173-43ba-90e4-14ec06f2913c,15,196,0,2025-07-23 23:42:40.771531
2445,3616,2023-06-30,fc2b8fba-8a15-46eb-8d73-66da5e01938e,4,195,1,2025-07-23 23:42:40.772082
2446,3960,2023-04-06,c8c899b5-3809-424f-b7c2-cc58269dc2d3,6,232,0,2025-07-23 23:42:40.772581
2447,2875,2023-09-03,7e61ebb5-b3e3-4fb7-9c56-f7fa15f1a4c0,15,341,1,2025-07-23 23:42:40.773121
2448,4259,2023-02-09,d816a4ef-2619-4235-b068-ea88dc893306,6,234,0,2025-07-23 23:42:40.773629
2449,4043,2024-07-28,a18f60e1-ad09-47a0-8acd-e10599f146d4,3,786,1,2025-07-23 23:42:40.774173
2450,2330,2024-11-12,05e2938e-8090-4b69-a5d2-278f46df4e53,4,176,0,2025-07-23 23:42:40.774678
2451,94,2024-04-14,4f88ca37-9166-4c84-b822-832ef4565b50,3,85,1,2025-07-23 23:42:40.775223
2452,1916,2024-04-22,061f0267-0e9d-47d8-9cd7-0b2efcc47867,14,840,1,2025-07-23 23:42:40.775721
2453,2101,2023-03-27,c3350216-c7d7-4b5b-a837-5978a6fe7426,15,389,1,2025-07-23 23:42:40.776280
2454,4514,2024-12-16,9b88e83f-3b1e-41d3-b011-719d0368519a,10,336,1,2025-07-23 23:42:40.776818
2455,4825,2024-11-05,a7084829-d12b-4569-bdde-d4f105eb9728,9,887,0,2025-07-23 23:42:40.777354
2456,3056,2023-03-13,feb1aebb-d7b0-49fc-9e7d-50b7799af3bb,1,587,1,2025-07-23 23:42:40.777890
2457,1801,2024-11-06,66cd11b5-03cd-49bd-b222-d6656faf5d86,5,301,1,2025-07-23 23:42:40.778395
2458,221,2022-10-26,0a3d0bcf-5cb4-4772-a576-86d7c775a02e,5,143,0,2025-07-23 23:42:40.778948
2459,606,2022-12-03,572e1462-25a6-42fe-ba5d-deb82866a3fd,11,596,0,2025-07-23 23:42:40.779482
2460,761,2024-05-13,618a2897-7c93-4056-a4a6-8d0df0dea47b,14,363,1,2025-07-23 23:42:40.780023
2461,2282,2023-08-04,31e974da-bf78-4599-89cb-448549a89fad,10,288,0,2025-07-23 23:42:40.780508
2462,1668,2024-11-02,efd8ef43-f503-4bbf-8514-681422626054,14,735,1,2025-07-23 23:42:40.781063
2463,2311,2023-06-14,b2d0bb1f-7b68-49fc-ae53-94bc2505ca1c,15,765,0,2025-07-23 23:42:40.781548
2464,1169,2023-05-16,263c5612-fb54-4202-8c7f-d84b96d573b1,1,204,0,2025-07-23 23:42:40.782094
2465,3914,2023-03-01,bccef33b-fdd8-4112-ac67-0950b7f770d0,14,615,1,2025-07-23 23:42:40.782628
2466,2558,2022-01-30,f0ebe744-7658-496f-84d5-33e943b199d6,15,402,1,2025-07-23 23:42:40.783187
2467,307,2024-11-21,037771fe-827e-46bf-8090-023b1b3611a0,4,479,1,2025-07-23 23:42:40.783700
2468,4855,2024-07-07,89afcbee-ece8-4923-a6e5-662fb18e0409,10,243,0,2025-07-23 23:42:40.784326
2469,2610,2024-07-01,d7855216-d077-47b9-b79c-c101153273ae,6,500,0,2025-07-23 23:42:40.784864
2470,2260,2022-07-10,47d0c5ab-c21b-4390-b3cd-4e36f553369a,2,866,1,2025-07-23 23:42:40.785360
2471,1201,2022-09-06,34c1f01d-c7cf-462b-8612-a9cfe9a4e8ec,12,539,0,2025-07-23 23:42:40.785915
2472,135,2024-02-07,1c0f8a2a-ca2e-4295-a3a2-6685fdaa4c71,15,358,1,2025-07-23 23:42:40.786424
2473,3913,2023-04-01,f7ae5483-2040-47e3-8933-b80c0671910d,5,452,0,2025-07-23 23:42:40.787022
2474,3763,2022-04-23,dac3d9d9-99e1-4df2-834b-543850b3d462,1,689,0,2025-07-23 23:42:40.787540
2475,964,2024-05-14,a46f6ea7-0f10-4d3b-b221-e868d1825fb0,13,206,0,2025-07-23 23:42:40.788068
2476,4236,2022-11-27,258a0209-a199-43b7-b397-0bc30d754f5b,8,603,0,2025-07-23 23:42:40.788578
2477,1284,2022-04-17,58b34baf-d1ba-4f8f-a403-d00d0aef7f67,8,78,0,2025-07-23 23:42:40.789147
2478,1013,2023-11-09,5ef3e209-6bbe-47ef-8896-5771ae80ccb2,3,848,0,2025-07-23 23:42:40.789652
2479,3110,2022-07-02,b75ed0c6-821c-45ab-91c0-be1638dcc2a9,8,845,0,2025-07-23 23:42:40.790200
2480,4444,2024-12-11,508afa1f-b52b-4a23-852c-a0fd8eb0dc0a,11,263,0,2025-07-23 23:42:40.790731
2481,3093,2022-01-03,d5801e07-b69e-4537-abd0-13b58b14effb,3,861,1,2025-07-23 23:42:40.791275
2482,214,2022-06-04,3443d384-01b3-4f74-a9d8-b84214615786,12,283,1,2025-07-23 23:42:40.791797
2483,4029,2024-08-14,6a5f8063-c0ba-4470-a82c-e71afb643003,3,679,0,2025-07-23 23:42:40.792317
2484,2640,2024-09-12,725777cd-a95e-45a1-8636-c04273e11d8c,14,262,0,2025-07-23 23:42:40.792826
2485,2816,2023-08-12,c40986f0-17df-4e82-812c-9c3b221227fd,6,878,0,2025-07-23 23:42:40.793353
2486,527,2022-12-09,3f3b4e63-e9f1-41c5-aade-e487884bbc1d,11,297,1,2025-07-23 23:42:40.793891
2487,3279,2023-11-16,adc27aed-d872-4e05-8804-fffa9a1875fa,2,700,0,2025-07-23 23:42:40.794400
2488,1000,2023-08-10,1eaff32e-98bb-4ed8-a541-081b0706ed5a,14,130,0,2025-07-23 23:42:40.794948
2489,4476,2023-06-24,e64b3136-fd04-4df3-ba05-441d539f50e1,1,151,1,2025-07-23 23:42:40.795438
2490,1319,2024-04-08,79ab6c87-7ca3-43cd-859a-81a34f7a90c9,11,812,1,2025-07-23 23:42:40.795956
2491,1218,2024-06-12,0e44ccec-5712-44ab-b060-8a1c0390bd5e,14,533,1,2025-07-23 23:42:40.796441
2492,1800,2024-11-14,03f0265c-5d84-43e9-89c0-5c4c6d7d7457,5,448,0,2025-07-23 23:42:40.796958
2493,1981,2022-11-28,d9ed9582-28d9-4c7c-b45d-f54a073432a8,1,402,1,2025-07-23 23:42:40.797488
2494,955,2024-06-15,a60e7ef8-b1fe-45b0-9af2-1806db153c29,12,77,0,2025-07-23 23:42:40.798036
2495,4373,2023-12-10,71ca84a1-54c0-41d0-9e90-8c39ea2cd2c9,3,783,1,2025-07-23 23:42:40.798541
2496,2874,2022-02-07,b60bd535-fc69-40d1-91c7-8f494c843a37,15,158,1,2025-07-23 23:42:40.799122
2497,3341,2024-04-29,e37c7f18-c32b-466c-896c-0027c4ca1d87,6,314,0,2025-07-23 23:42:40.799714
