shipment_key,sales_key,warehouse_key,shipment_date,delivery_date,delay_days,shipping_cost,created_at
2269,4738,3,2024-10-12,2024-10-13,1,29.25,2025-07-23 23:42:44.387632
2270,3790,6,2024-04-01,2024-04-06,5,47.48,2025-07-23 23:42:44.389016
2271,2137,17,2022-09-04,2022-09-05,1,20.22,2025-07-23 23:42:44.390387
2272,95,1,2024-02-11,2024-02-15,4,8.07,2025-07-23 23:42:44.391728
2273,3598,6,2024-09-03,2024-09-07,4,7.9,2025-07-23 23:42:44.393170
2274,697,6,2024-01-21,2024-01-22,1,46.96,2025-07-23 23:42:44.394525
2275,92,3,2023-06-26,2023-06-29,3,11.73,2025-07-23 23:42:44.395888
2276,4282,17,2023-10-25,2023-10-25,0,12.91,2025-07-23 23:42:44.397242
2277,3159,17,2024-01-01,2024-01-05,4,24.58,2025-07-23 23:42:44.398573
2278,1127,20,2024-02-25,2024-02-28,3,48.66,2025-07-23 23:42:44.399924
2279,2688,16,2022-10-27,2022-10-28,1,33.61,2025-07-23 23:42:44.401279
2280,4001,8,2023-07-07,2023-07-10,3,12.13,2025-07-23 23:42:44.402656
2281,2548,16,2022-11-22,2022-11-26,4,12.33,2025-07-23 23:42:44.404035
2282,3169,9,2022-11-12,2022-11-16,4,6.52,2025-07-23 23:42:44.405405
2283,1615,15,2024-04-04,2024-04-06,2,25.25,2025-07-23 23:42:44.406732
2284,3678,14,2023-09-13,2023-09-14,1,38.86,2025-07-23 23:42:44.408204
2285,2835,18,2022-04-06,2022-04-10,4,22.91,2025-07-23 23:42:44.409931
2286,3559,6,2023-04-20,2023-04-22,2,18.09,2025-07-23 23:42:44.411413
2287,4513,8,2024-06-03,2024-06-07,4,12.69,2025-07-23 23:42:44.412787
2288,2158,12,2024-08-26,2024-08-26,0,45.54,2025-07-23 23:42:44.414179
2289,3444,16,2023-05-14,2023-05-17,3,33.8,2025-07-23 23:42:44.415526
2290,2119,14,2023-03-14,2023-03-15,1,5.98,2025-07-23 23:42:44.416912
2291,1754,4,2024-03-10,2024-03-14,4,8.57,2025-07-23 23:42:44.418287
2292,485,16,2023-02-19,2023-02-24,5,45.75,2025-07-23 23:42:44.419637
2293,1573,12,2023-05-05,2023-05-07,2,41.48,2025-07-23 23:42:44.421044
2294,4617,17,2022-07-19,2022-07-20,1,22.13,2025-07-23 23:42:44.422494
2295,1720,1,2024-11-07,2024-11-12,5,23.31,2025-07-23 23:42:44.423913
2296,4394,14,2023-11-15,2023-11-18,3,12.06,2025-07-23 23:42:44.425284
2297,2085,17,2023-09-04,2023-09-05,1,30.9,2025-07-23 23:42:44.426644
2298,125,19,2023-05-21,2023-05-25,4,17.54,2025-07-23 23:42:44.428014
2299,2650,18,2022-07-25,2022-07-30,5,20.78,2025-07-23 23:42:44.429398
2300,1318,19,2023-09-04,2023-09-05,1,36.76,2025-07-23 23:42:44.430744
2301,2002,3,2024-07-20,2024-07-25,5,26.58,2025-07-23 23:42:44.432155
2302,494,7,2023-01-15,2023-01-18,3,11.36,2025-07-23 23:42:44.433515
2303,4040,5,2023-11-13,2023-11-14,1,48.8,2025-07-23 23:42:44.434909
2304,4468,7,2022-04-24,2022-04-27,3,38.68,2025-07-23 23:42:44.436271
2305,4100,18,2022-11-01,2022-11-03,2,14.6,2025-07-23 23:42:44.437649
2306,1274,11,2023-03-20,2023-03-25,5,11.81,2025-07-23 23:42:44.439019
2307,3566,6,2024-04-09,2024-04-14,5,12.42,2025-07-23 23:42:44.440391
2308,2106,6,2023-09-22,2023-09-27,5,10.74,2025-07-23 23:42:44.441747
2309,1169,8,2022-01-11,2022-01-13,2,22.6,2025-07-23 23:42:44.443157
2310,645,3,2023-09-08,2023-09-09,1,31.06,2025-07-23 23:42:44.444519
2311,4659,2,2023-10-03,2023-10-05,2,18.77,2025-07-23 23:42:44.445925
2312,2284,20,2022-06-08,2022-06-11,3,23.84,2025-07-23 23:42:44.447300
2313,1611,6,2022-01-21,2022-01-24,3,33.45,2025-07-23 23:42:44.448702
2314,2156,17,2023-07-15,2023-07-19,4,11.19,2025-07-23 23:42:44.450061
2315,4631,19,2024-06-28,2024-06-28,0,19.45,2025-07-23 23:42:44.451421
2316,3775,3,2024-01-14,2024-01-16,2,40.7,2025-07-23 23:42:44.452752
2317,110,8,2022-07-14,2022-07-15,1,24.51,2025-07-23 23:42:44.454189
2318,2356,2,2022-08-23,2022-08-23,0,16.53,2025-07-23 23:42:44.455614
2319,1566,19,2022-04-20,2022-04-21,1,14.1,2025-07-23 23:42:44.457019
2320,3400,7,2023-03-06,2023-03-07,1,38.74,2025-07-23 23:42:44.458400
2321,2958,12,2023-09-06,2023-09-09,3,27.34,2025-07-23 23:42:44.459741
2322,4849,20,2023-11-02,2023-11-03,1,30.01,2025-07-23 23:42:44.461169
2323,1309,19,2022-12-18,2022-12-23,5,5.43,2025-07-23 23:42:44.462521
2324,621,4,2024-08-24,2024-08-26,2,7.99,2025-07-23 23:42:44.463913
2325,1991,14,2024-06-13,2024-06-13,0,21.04,2025-07-23 23:42:44.465312
2326,4728,2,2022-04-07,2022-04-12,5,44.99,2025-07-23 23:42:44.466669
2327,2292,10,2024-06-10,2024-06-14,4,27.11,2025-07-23 23:42:44.468029
2328,2315,6,2024-10-28,2024-11-01,4,44.3,2025-07-23 23:42:44.469428
2329,829,13,2024-12-08,2024-12-12,4,25.83,2025-07-23 23:42:44.470783
2330,679,11,2024-04-03,2024-04-05,2,38.07,2025-07-23 23:42:44.472177
2331,4276,20,2023-10-18,2023-10-22,4,5.58,2025-07-23 23:42:44.473541
2332,2481,1,2023-10-02,2023-10-06,4,20.15,2025-07-23 23:42:44.474913
2333,4421,3,2024-06-05,2024-06-06,1,22.47,2025-07-23 23:42:44.476261
2334,580,7,2023-10-09,2023-10-14,5,20.35,2025-07-23 23:42:44.477626
2335,351,17,2023-11-19,2023-11-22,3,6.67,2025-07-23 23:42:44.479017
2336,1775,6,2023-11-18,2023-11-21,3,36.05,2025-07-23 23:42:44.480386
2337,2454,6,2023-07-31,2023-08-01,1,32.26,2025-07-23 23:42:44.481716
2338,4923,16,2022-05-19,2022-05-19,0,19.71,2025-07-23 23:42:44.483037
2339,1004,1,2023-10-28,2023-10-28,0,30.79,2025-07-23 23:42:44.484393
2340,3835,1,2022-07-03,2022-07-08,5,24.9,2025-07-23 23:42:44.485826
2341,1859,12,2023-10-14,2023-10-19,5,46.03,2025-07-23 23:42:44.487181
2342,2215,1,2024-06-30,2024-07-04,4,47.79,2025-07-23 23:42:44.488533
2343,3075,6,2022-08-20,2022-08-21,1,39.96,2025-07-23 23:42:44.489918
2344,1397,12,2024-11-05,2024-11-10,5,39.24,2025-07-23 23:42:44.491283
2345,417,18,2022-12-30,2023-01-02,3,13.8,2025-07-23 23:42:44.492664
2346,3338,8,2022-08-14,2022-08-14,0,39.26,2025-07-23 23:42:44.494029
2347,3897,10,2024-06-27,2024-07-01,4,47.56,2025-07-23 23:42:44.495385
2348,1233,15,2023-08-06,2023-08-10,4,19.73,2025-07-23 23:42:44.496676
2349,2621,7,2023-04-25,2023-04-29,4,39.26,2025-07-23 23:42:44.498002
2350,469,13,2024-08-02,2024-08-02,0,41.86,2025-07-23 23:42:44.499372
2351,150,13,2022-01-27,2022-01-30,3,30.5,2025-07-23 23:42:44.500739
2352,3680,6,2022-11-12,2022-11-14,2,35.47,2025-07-23 23:42:44.502394
2353,1214,9,2023-07-07,2023-07-12,5,49.34,2025-07-23 23:42:44.503780
2354,3156,1,2023-10-10,2023-10-13,3,49.86,2025-07-23 23:42:44.505170
2355,4027,3,2022-03-22,2022-03-27,5,32.96,2025-07-23 23:42:44.506495
2356,2083,8,2023-09-14,2023-09-18,4,27.18,2025-07-23 23:42:44.507896
2357,1238,7,2023-08-29,2023-09-01,3,17.51,2025-07-23 23:42:44.509296
2358,1676,12,2022-06-24,2022-06-28,4,16.96,2025-07-23 23:42:44.510675
2359,2477,2,2023-12-19,2023-12-20,1,42.89,2025-07-23 23:42:44.512001
2360,3974,16,2024-02-17,2024-02-22,5,21.45,2025-07-23 23:42:44.513404
2361,1050,20,2024-02-26,2024-02-26,0,49.65,2025-07-23 23:42:44.514735
2362,3058,14,2022-11-09,2022-11-09,0,25.54,2025-07-23 23:42:44.516165
2363,262,3,2023-08-07,2023-08-07,0,9.37,2025-07-23 23:42:44.517545
2364,3253,8,2022-09-04,2022-09-06,2,38.22,2025-07-23 23:42:44.518880
2365,3380,15,2022-12-04,2022-12-06,2,28.42,2025-07-23 23:42:44.520236
2366,826,16,2022-07-17,2022-07-18,1,27.97,2025-07-23 23:42:44.521607
2367,60,16,2022-09-14,2022-09-19,5,13.87,2025-07-23 23:42:44.523033
2368,4401,3,2023-09-24,2023-09-28,4,39.22,2025-07-23 23:42:44.524454
2369,2962,11,2023-05-16,2023-05-18,2,6.47,2025-07-23 23:42:44.525827
2370,1938,4,2022-10-16,2022-10-20,4,49.36,2025-07-23 23:42:44.527177
2371,3383,3,2023-09-30,2023-10-01,1,17.57,2025-07-23 23:42:44.528538
2372,3961,2,2023-05-10,2023-05-13,3,11.32,2025-07-23 23:42:44.529962
2373,1996,16,2023-07-13,2023-07-16,3,5.21,2025-07-23 23:42:44.531354
2374,693,18,2024-07-13,2024-07-18,5,23.12,2025-07-23 23:42:44.532817
2375,1460,15,2024-07-29,2024-07-30,1,37.41,2025-07-23 23:42:44.534196
2376,3556,11,2022-08-03,2022-08-07,4,42.91,2025-07-23 23:42:44.535542
2377,3318,13,2023-08-12,2023-08-16,4,10.97,2025-07-23 23:42:44.536903
2378,1401,20,2022-01-20,2022-01-22,2,9.18,2025-07-23 23:42:44.538257
2379,1798,9,2023-04-15,2023-04-16,1,28.88,2025-07-23 23:42:44.539635
2380,3039,9,2022-07-18,2022-07-22,4,41.11,2025-07-23 23:42:44.541021
2381,1615,1,2024-04-05,2024-04-09,4,32.53,2025-07-23 23:42:44.542410
2382,922,17,2023-12-31,2024-01-01,1,29.23,2025-07-23 23:42:44.543784
2383,1744,13,2023-02-23,2023-02-28,5,45.67,2025-07-23 23:42:44.545167
2384,55,6,2024-09-20,2024-09-21,1,40.71,2025-07-23 23:42:44.546515
2385,4827,2,2022-11-26,2022-11-30,4,25.91,2025-07-23 23:42:44.547895
2386,1415,9,2022-08-09,2022-08-09,0,40.68,2025-07-23 23:42:44.549317
2387,4791,11,2023-01-01,2023-01-03,2,43.15,2025-07-23 23:42:44.550672
2388,248,17,2022-03-04,2022-03-07,3,8.13,2025-07-23 23:42:44.552029
2389,1839,10,2022-06-03,2022-06-05,2,45.84,2025-07-23 23:42:44.553401
2390,1159,3,2024-02-23,2024-02-25,2,23.31,2025-07-23 23:42:44.554773
2391,2269,4,2024-03-27,2024-03-31,4,21.07,2025-07-23 23:42:44.556156
2392,3349,12,2023-10-03,2023-10-05,2,45.57,2025-07-23 23:42:44.557501
2393,1901,12,2022-12-05,2022-12-10,5,26.78,2025-07-23 23:42:44.558880
2394,575,8,2024-01-24,2024-01-26,2,14.86,2025-07-23 23:42:44.560250
2395,3686,8,2022-08-09,2022-08-11,2,24.09,2025-07-23 23:42:44.561631
2396,1295,15,2023-11-23,2023-11-26,3,38.16,2025-07-23 23:42:44.563010
2397,2368,10,2024-06-09,2024-06-14,5,23.4,2025-07-23 23:42:44.564387
2398,762,10,2022-12-24,2022-12-28,4,44.03,2025-07-23 23:42:44.565714
2399,1244,17,2024-08-02,2024-08-05,3,31.54,2025-07-23 23:42:44.567105
2400,2594,8,2023-05-05,2023-05-06,1,30.04,2025-07-23 23:42:44.568534
2401,4941,10,2022-06-05,2022-06-06,1,15.18,2025-07-23 23:42:44.569931
2402,347,6,2023-08-06,2023-08-07,1,10.49,2025-07-23 23:42:44.571306
2403,2078,14,2022-05-13,2022-05-18,5,43.42,2025-07-23 23:42:44.572681
2404,4379,11,2023-04-20,2023-04-22,2,10.16,2025-07-23 23:42:44.574024
2405,4087,4,2022-08-09,2022-08-10,1,31.6,2025-07-23 23:42:44.575378
2406,3734,13,2024-07-26,2024-07-26,0,22.49,2025-07-23 23:42:44.576695
2407,4299,17,2023-08-06,2023-08-10,4,20.19,2025-07-23 23:42:44.578091
2408,1125,20,2024-05-28,2024-05-31,3,18.06,2025-07-23 23:42:44.579473
2409,3574,3,2023-09-24,2023-09-29,5,41.49,2025-07-23 23:42:44.580849
2410,3746,14,2024-11-21,2024-11-22,1,17.94,2025-07-23 23:42:44.582228
2411,1782,20,2023-09-12,2023-09-12,0,9.24,2025-07-23 23:42:44.583592
2412,4795,18,2023-10-31,2023-10-31,0,36.01,2025-07-23 23:42:44.584980
2413,453,3,2022-07-13,2022-07-13,0,40.77,2025-07-23 23:42:44.586345
2414,961,16,2024-12-16,2024-12-19,3,47.23,2025-07-23 23:42:44.587686
2415,2709,4,2022-08-19,2022-08-20,1,30.19,2025-07-23 23:42:44.589067
2416,4882,16,2024-11-28,2024-11-29,1,48.63,2025-07-23 23:42:44.590446
2417,2639,4,2024-07-08,2024-07-11,3,5.74,2025-07-23 23:42:44.591813
2418,3595,7,2022-06-25,2022-06-25,0,20.86,2025-07-23 23:42:44.593174
2419,874,15,2023-05-27,2023-05-27,0,48.56,2025-07-23 23:42:44.594556
2420,2561,6,2022-04-03,2022-04-08,5,31.66,2025-07-23 23:42:44.595931
2421,3927,10,2024-02-06,2024-02-09,3,10.08,2025-07-23 23:42:44.597301
2422,4980,9,2022-06-08,2022-06-12,4,27.76,2025-07-23 23:42:44.598647
2423,2046,11,2023-11-06,2023-11-08,2,13.72,2025-07-23 23:42:44.600012
2424,1637,15,2022-02-12,2022-02-17,5,20.14,2025-07-23 23:42:44.601623
2425,222,1,2024-10-15,2024-10-18,3,10.44,2025-07-23 23:42:44.602997
2426,1284,12,2022-09-28,2022-09-29,1,6.62,2025-07-23 23:42:44.604372
2427,2501,5,2024-04-06,2024-04-11,5,47.45,2025-07-23 23:42:44.605704
2428,3194,3,2022-02-20,2022-02-23,3,19.05,2025-07-23 23:42:44.607059
2429,641,11,2024-04-20,2024-04-21,1,16.98,2025-07-23 23:42:44.608434
2430,4589,6,2024-09-27,2024-10-02,5,42.73,2025-07-23 23:42:44.609801
2431,3694,16,2024-05-04,2024-05-07,3,47.83,2025-07-23 23:42:44.611160
2432,3703,18,2024-05-09,2024-05-12,3,32.83,2025-07-23 23:42:44.612545
2433,2771,15,2024-03-09,2024-03-14,5,35.01,2025-07-23 23:42:44.613929
2434,223,15,2023-02-12,2023-02-12,0,17.78,2025-07-23 23:42:44.615296
2435,3459,20,2022-07-18,2022-07-23,5,7.45,2025-07-23 23:42:44.616733
2436,190,3,2023-01-09,2023-01-12,3,31.63,2025-07-23 23:42:44.618102
2437,208,16,2024-01-24,2024-01-28,4,47.32,2025-07-23 23:42:44.619426
2438,2858,18,2022-11-13,2022-11-18,5,8.16,2025-07-23 23:42:44.620825
2439,2110,2,2023-05-26,2023-05-28,2,7.82,2025-07-23 23:42:44.622245
2440,2865,12,2023-03-18,2023-03-22,4,13.94,2025-07-23 23:42:44.623617
2441,133,2,2022-06-24,2022-06-25,1,34.94,2025-07-23 23:42:44.625102
2442,2527,6,2022-01-26,2022-01-27,1,25.86,2025-07-23 23:42:44.626540
2443,4552,10,2023-03-07,2023-03-07,0,32.67,2025-07-23 23:42:44.627908
2444,4991,16,2022-09-28,2022-09-30,2,6.16,2025-07-23 23:42:44.629304
2445,1827,15,2024-07-12,2024-07-15,3,29.46,2025-07-23 23:42:44.630676
2446,2105,8,2024-12-15,2024-12-17,2,34.52,2025-07-23 23:42:44.632069
2447,3646,13,2022-03-02,2022-03-05,3,10.61,2025-07-23 23:42:44.633461
2448,3303,20,2023-12-18,2023-12-23,5,8.76,2025-07-23 23:42:44.634844
2449,2235,6,2024-09-29,2024-10-02,3,49.17,2025-07-23 23:42:44.636259
2450,1671,7,2024-06-28,2024-07-03,5,15.33,2025-07-23 23:42:44.637651
2451,828,15,2022-11-26,2022-11-28,2,15.46,2025-07-23 23:42:44.639044
2452,4437,7,2022-12-30,2022-12-31,1,8.31,2025-07-23 23:42:44.640432
2453,3959,18,2023-10-20,2023-10-21,1,40.05,2025-07-23 23:42:44.641796
2454,935,4,2022-10-18,2022-10-21,3,48.65,2025-07-23 23:42:44.643392
2455,3729,2,2023-05-17,2023-05-17,0,37.19,2025-07-23 23:42:44.644899
2456,920,10,2024-03-08,2024-03-10,2,34.24,2025-07-23 23:42:44.646328
2457,1515,3,2023-06-08,2023-06-10,2,25.5,2025-07-23 23:42:44.647687
2458,1903,2,2022-09-09,2022-09-11,2,22.79,2025-07-23 23:42:44.649096
2459,3028,16,2023-02-16,2023-02-21,5,34.25,2025-07-23 23:42:44.650459
2460,2974,3,2024-04-18,2024-04-18,0,40.67,2025-07-23 23:42:44.651837
2461,4641,20,2023-03-17,2023-03-20,3,11.36,2025-07-23 23:42:44.653209
2462,3223,16,2024-07-02,2024-07-06,4,45.44,2025-07-23 23:42:44.654783
2463,272,7,2022-12-02,2022-12-02,0,11.04,2025-07-23 23:42:44.656213
2464,1523,1,2024-03-20,2024-03-20,0,48.89,2025-07-23 23:42:44.657599
2465,2839,6,2023-05-15,2023-05-20,5,15.5,2025-07-23 23:42:44.658960
2466,3683,12,2022-03-10,2022-03-11,1,17.58,2025-07-23 23:42:44.660302
2467,4228,9,2023-07-09,2023-07-11,2,27.08,2025-07-23 23:42:44.661650
2468,1023,10,2023-03-19,2023-03-22,3,37.82,2025-07-23 23:42:44.663134
2469,854,20,2023-04-26,2023-04-26,0,40.04,2025-07-23 23:42:44.664505
2470,4816,8,2024-06-20,2024-06-22,2,34.15,2025-07-23 23:42:44.665909
2471,3964,8,2024-01-21,2024-01-22,1,33.6,2025-07-23 23:42:44.667278
2472,1488,5,2022-03-09,2022-03-12,3,10.8,2025-07-23 23:42:44.668646
2473,2555,15,2022-01-05,2022-01-07,2,36.81,2025-07-23 23:42:44.670118
2474,3355,1,2023-12-25,2023-12-27,2,16.28,2025-07-23 23:42:44.671462
2475,2742,15,2023-06-29,2023-06-30,1,31.28,2025-07-23 23:42:44.672820
2476,4468,10,2022-04-24,2022-04-28,4,20.2,2025-07-23 23:42:44.674228
2477,1216,19,2023-03-06,2023-03-10,4,38.63,2025-07-23 23:42:44.675585
2478,400,13,2022-03-31,2022-04-01,1,26.03,2025-07-23 23:42:44.677215
2479,4982,11,2022-04-04,2022-04-06,2,45.24,2025-07-23 23:42:44.678692
2480,4449,14,2023-10-10,2023-10-15,5,42.2,2025-07-23 23:42:44.680272
2481,1098,18,2024-12-29,2024-12-29,0,32.53,2025-07-23 23:42:44.681674
2482,375,7,2022-11-09,2022-11-10,1,18.79,2025-07-23 23:42:44.683038
2483,4661,9,2022-03-07,2022-03-12,5,32.0,2025-07-23 23:42:44.684446
2484,2488,20,2022-04-27,2022-04-27,0,48.33,2025-07-23 23:42:44.685856
2485,11,19,2023-07-25,2023-07-29,4,9.56,2025-07-23 23:42:44.687270
2486,2261,20,2022-02-17,2022-02-18,1,10.5,2025-07-23 23:42:44.688696
2487,3471,4,2024-02-26,2024-02-29,3,13.54,2025-07-23 23:42:44.690069
2488,1275,12,2023-07-27,2023-08-01,5,41.21,2025-07-23 23:42:44.691475
2489,3125,11,2023-12-11,2023-12-14,3,24.09,2025-07-23 23:42:44.692866
2490,1894,20,2023-02-12,2023-02-17,5,37.16,2025-07-23 23:42:44.694257
2491,3495,2,2023-03-18,2023-03-20,2,31.27,2025-07-23 23:42:44.695629
2492,1142,20,2024-10-05,2024-10-06,1,28.27,2025-07-23 23:42:44.697019
2493,4540,2,2023-10-10,2023-10-14,4,38.04,2025-07-23 23:42:44.698415
2494,3096,19,2024-02-19,2024-02-20,1,16.97,2025-07-23 23:42:44.699798
2495,4441,13,2024-08-23,2024-08-28,5,16.3,2025-07-23 23:42:44.701267
2496,2107,3,2023-04-05,2023-04-08,3,29.69,2025-07-23 23:42:44.702666
2497,840,14,2024-01-16,2024-01-16,0,36.96,2025-07-23 23:42:44.704037
2498,2566,14,2024-07-30,2024-08-02,3,23.62,2025-07-23 23:42:44.705427
2499,4590,6,2023-12-01,2023-12-03,2,42.8,2025-07-23 23:42:44.706905
2500,3383,16,2023-09-30,2023-10-03,3,33.45,2025-07-23 23:42:44.708295
2501,4284,7,2024-04-27,2024-05-02,5,13.24,2025-07-23 23:42:44.709671
2502,652,7,2022-01-09,2022-01-12,3,7.65,2025-07-23 23:42:44.711071
2503,1035,16,2024-07-10,2024-07-15,5,33.25,2025-07-23 23:42:44.712446
2504,2084,19,2024-04-07,2024-04-07,0,24.67,2025-07-23 23:42:44.713831
2505,3433,16,2022-03-23,2022-03-26,3,12.09,2025-07-23 23:42:44.715197
2506,667,13,2024-07-24,2024-07-25,1,5.04,2025-07-23 23:42:44.716578
2507,4111,11,2022-09-06,2022-09-07,1,27.27,2025-07-23 23:42:44.717973
2508,1606,6,2024-12-23,2024-12-23,0,9.64,2025-07-23 23:42:44.719348
2509,1455,20,2024-04-23,2024-04-28,5,5.74,2025-07-23 23:42:44.720691
2510,4925,12,2022-06-09,2022-06-10,1,18.36,2025-07-23 23:42:44.722058
2511,4026,8,2023-07-17,2023-07-21,4,18.47,2025-07-23 23:42:44.723430
2512,1902,13,2024-03-19,2024-03-23,4,38.35,2025-07-23 23:42:44.724822
2513,2676,5,2023-04-12,2023-04-17,5,39.37,2025-07-23 23:42:44.726202
2514,4971,17,2023-04-07,2023-04-10,3,10.03,2025-07-23 23:42:44.727573
2515,496,16,2023-12-26,2023-12-29,3,42.09,2025-07-23 23:42:44.728989
2516,277,12,2024-06-16,2024-06-21,5,19.55,2025-07-23 23:42:44.730353
2517,3008,19,2024-01-23,2024-01-25,2,33.86,2025-07-23 23:42:44.731687
2518,2973,16,2022-02-04,2022-02-08,4,46.06,2025-07-23 23:42:44.733280
2519,859,19,2024-06-20,2024-06-25,5,41.67,2025-07-23 23:42:44.734638
2520,1666,8,2022-01-23,2022-01-25,2,30.95,2025-07-23 23:42:44.736056
2521,4918,14,2024-11-27,2024-12-02,5,8.64,2025-07-23 23:42:44.737433
2522,4360,4,2023-05-07,2023-05-09,2,37.95,2025-07-23 23:42:44.738803
2523,4849,18,2023-11-03,2023-11-03,0,37.24,2025-07-23 23:42:44.740232
2524,3293,20,2023-10-14,2023-10-18,4,23.15,2025-07-23 23:42:44.741651
2525,3400,9,2023-03-08,2023-03-10,2,32.94,2025-07-23 23:42:44.743033
2526,4380,17,2023-10-27,2023-10-30,3,39.11,2025-07-23 23:42:44.744406
2527,1075,20,2023-12-07,2023-12-10,3,34.87,2025-07-23 23:42:44.745797
2528,2751,5,2024-04-26,2024-04-27,1,27.09,2025-07-23 23:42:44.747197
2529,797,19,2022-01-07,2022-01-10,3,39.67,2025-07-23 23:42:44.748566
2530,3500,6,2022-06-17,2022-06-20,3,20.91,2025-07-23 23:42:44.750013
2531,2802,6,2023-01-27,2023-02-01,5,49.96,2025-07-23 23:42:44.751385
2532,1347,2,2022-11-30,2022-12-05,5,22.01,2025-07-23 23:42:44.752775
2533,4885,10,2022-11-22,2022-11-27,5,34.83,2025-07-23 23:42:44.754478
2534,1955,1,2022-10-05,2022-10-07,2,37.31,2025-07-23 23:42:44.755938
2535,2322,9,2024-02-05,2024-02-07,2,21.96,2025-07-23 23:42:44.757333
2536,4858,16,2023-07-24,2023-07-29,5,16.08,2025-07-23 23:42:44.758741
2537,2044,16,2024-04-29,2024-05-03,4,27.4,2025-07-23 23:42:44.760469
2538,315,11,2024-05-20,2024-05-23,3,17.61,2025-07-23 23:42:44.761866
2539,971,3,2024-10-01,2024-10-03,2,35.59,2025-07-23 23:42:44.763613
2540,3397,1,2023-09-15,2023-09-20,5,24.29,2025-07-23 23:42:44.765015
2541,4922,20,2024-07-02,2024-07-05,3,49.01,2025-07-23 23:42:44.766394
2542,498,9,2024-01-06,2024-01-08,2,33.72,2025-07-23 23:42:44.767743
2543,3340,3,2023-07-25,2023-07-28,3,20.39,2025-07-23 23:42:44.769182
2544,2438,17,2024-09-11,2024-09-14,3,36.88,2025-07-23 23:42:44.770557
2545,2186,14,2024-06-11,2024-06-16,5,14.22,2025-07-23 23:42:44.771915
2546,4899,2,2022-05-04,2022-05-08,4,9.3,2025-07-23 23:42:44.773256
2547,3570,12,2023-11-13,2023-11-17,4,22.51,2025-07-23 23:42:44.774616
2548,3590,13,2023-03-11,2023-03-14,3,43.57,2025-07-23 23:42:44.775966
2549,3867,19,2022-12-10,2022-12-10,0,10.46,2025-07-23 23:42:44.777359
2550,4595,18,2022-11-15,2022-11-16,1,17.42,2025-07-23 23:42:44.778702
2551,4393,20,2024-12-14,2024-12-19,5,49.69,2025-07-23 23:42:44.780206
2552,1327,2,2024-04-27,2024-04-29,2,47.71,2025-07-23 23:42:44.781572
2553,3259,8,2022-08-25,2022-08-30,5,25.32,2025-07-23 23:42:44.782934
2554,1798,9,2023-04-14,2023-04-19,5,6.13,2025-07-23 23:42:44.784323
2555,90,9,2024-06-30,2024-07-05,5,32.26,2025-07-23 23:42:44.785673
2556,3820,20,2022-11-03,2022-11-07,4,39.78,2025-07-23 23:42:44.787013
2557,4336,10,2024-11-30,2024-11-30,0,9.7,2025-07-23 23:42:44.788385
2558,2042,17,2023-08-08,2023-08-12,4,47.76,2025-07-23 23:42:44.789749
2559,1704,13,2022-01-15,2022-01-18,3,12.46,2025-07-23 23:42:44.791161
2560,4803,12,2022-09-21,2022-09-23,2,7.63,2025-07-23 23:42:44.792584
2561,2117,4,2022-12-09,2022-12-09,0,37.69,2025-07-23 23:42:44.793973
2562,1695,17,2024-11-08,2024-11-12,4,19.67,2025-07-23 23:42:44.795335
2563,2811,8,2022-03-19,2022-03-21,2,24.6,2025-07-23 23:42:44.796694
2564,3671,11,2024-03-29,2024-03-29,0,6.49,2025-07-23 23:42:44.798040
2565,1235,16,2024-10-07,2024-10-09,2,38.29,2025-07-23 23:42:44.799412
2566,3760,15,2024-12-16,2024-12-17,1,47.46,2025-07-23 23:42:44.800932
2567,1395,8,2022-03-27,2022-03-31,4,29.15,2025-07-23 23:42:44.802272
2568,1359,5,2024-03-16,2024-03-16,0,48.31,2025-07-23 23:42:44.803636
2569,3336,6,2023-06-08,2023-06-12,4,31.25,2025-07-23 23:42:44.805025
2570,4655,4,2022-07-29,2022-07-29,0,48.79,2025-07-23 23:42:44.806427
2571,3450,16,2024-04-20,2024-04-23,3,34.09,2025-07-23 23:42:44.807794
2572,1460,11,2024-07-29,2024-08-01,3,49.64,2025-07-23 23:42:44.809307
2573,322,9,2022-09-30,2022-10-04,4,16.87,2025-07-23 23:42:44.810667
2574,4326,7,2024-04-16,2024-04-21,5,26.36,2025-07-23 23:42:44.812030
2575,2636,18,2022-09-13,2022-09-16,3,24.51,2025-07-23 23:42:44.813405
2576,1922,15,2024-03-31,2024-03-31,0,34.63,2025-07-23 23:42:44.814736
2577,3058,6,2022-11-09,2022-11-10,1,8.51,2025-07-23 23:42:44.816139
2578,534,2,2024-08-04,2024-08-07,3,26.47,2025-07-23 23:42:44.817483
2579,3609,16,2022-02-03,2022-02-04,1,32.38,2025-07-23 23:42:44.818850
2580,2740,11,2022-12-02,2022-12-04,2,24.63,2025-07-23 23:42:44.820220
2581,38,11,2024-02-07,2024-02-07,0,21.86,2025-07-23 23:42:44.821581
2582,296,11,2024-12-16,2024-12-21,5,15.8,2025-07-23 23:42:44.822995
2583,558,13,2024-11-05,2024-11-05,0,37.29,2025-07-23 23:42:44.824362
2584,2520,3,2022-06-29,2022-06-30,1,48.85,2025-07-23 23:42:44.825696
2585,2194,11,2022-12-14,2022-12-16,2,15.09,2025-07-23 23:42:44.827223
2586,109,2,2022-10-18,2022-10-21,3,28.5,2025-07-23 23:42:44.828579
